CÓDIGO,Departamento,Jurisdicción,Cat.,Nro.,Nombre,T,CALLE,Nº,CALLE2,Nº2,CALLE3,Nº3,BARRIO / LOCALIDAD,TELEFONO,COMENTARIO,CH,CA,JA,EA,CTR,JTR,ETR,Unnamed: 23,Ed. Especial,0,Unnamed: 26,0.1,Unnamed: 28,Ed. Especial.1,0.2,Unnamed: 31,0.3,direccion_completa,Latitud,Longitud,EstrategiaLatLong,Intento
MALDONADO - ESPECIAL_006,MALDONADO,NINGUNA,ESPECIAL,6,INSTITUTO DE EDUCACION INTEGRAL (I.D.E.I.),-,18 DE JULIO,630,,,,,SAN CARLOS,46-269387,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,18 DE JULIO 630,-34.91212004599474,-54.958481711305566,,1.0
PAYSANDÚ - HABILITADO_002,PAYSANDÚ,NINGUNA,HABILITADO,2,Ntra. Sra. DEL HUERTO,T,FLORIDA,1137,,,,,PAYSANDU,472-22358,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,FLORIDA 1137,-32.316578155034925,-58.08186444926708,,1.0
PAYSANDÚ - HABILITADO_004,PAYSANDÚ,NINGUNA,HABILITADO,4,Ntra. Sra. DEL ROSARIO,T,FLORIDA,1278,,,,,PAYSANDU,472 22361,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,FLORIDA 1278,-32.317078567982335,-58.07946898114714,,1.0
PAYSANDÚ - HABILITADO_005,PAYSANDÚ,NINGUNA,HABILITADO,5,ADVENTISTA  ARTIGAS,D,URUGUAY,1176,,,,,PAYSANDU,472-37786,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,URUGUAY 1176,-32.31565317638728,-58.08190646033027,,1.0
PAYSANDÚ - HABILITADO_006,PAYSANDÚ,NINGUNA,HABILITADO,6,PADRE JOSE BENITO LAMAS,T,INDEPENDENCIA,629,,,,,PAYSANDU,472-27943,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,INDEPENDENCIA 629,-32.322504113320036,-58.09000446326764,,1.0
PAYSANDÚ - HABILITADO_007,PAYSANDÚ,NINGUNA,HABILITADO,7,LIBERTY SCHOOL,D,Av. SALTO y LIBERTAD,-,,,,,PAYSANDU,472-31718,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,Av. SALTO y LIBERTAD -,-32.308865797297656,-58.08991213966235,,1.0
PAYSANDÚ - HABILITADO_008,PAYSANDÚ,NINGUNA,HABILITADO,8,INTEGRAL MAFALDA,T,SARANDI,1700,,,,,PAYSANDU,472-26199,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,SARANDI 1700,-32.32034274057314,-58.070275559220065,,1.0
PAYSANDÚ - HABILITADO_009,PAYSANDÚ,NINGUNA,HABILITADO,9,MASTER,D,ITUZAINGÓ,1185,,,,,PAYSANDÚ,4723-4467,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,ITUZAINGÓ 1185,-32.32016096092328,-58.082413990533716,,1.0
PAYSANDÚ - HABILITADO_010,PAYSANDÚ,NINGUNA,HABILITADO,10,LOS CANDILES,D,Dr. LUIS ALBERTO DE HERRERA,714,,,,,PAYSANDU,4722-0289,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,Dr. LUIS ALBERTO DE HERRERA 714,-32.32204591337968,-58.08382278193084,,1.0
PAYSANDÚ - AUTORIZADO_002,PAYSANDÚ,NINGUNA,AUTORIZADO,2,ESTABLECIMIENTO DEL CERRO,D,PASO DEL CERRO DEL QUEGUAY,S/N,,,,,PARAJE,099 830 335,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,PASO DEL CERRO DEL QUEGUAY S/N,-32.3217257,-58.0892136,,4.0
PAYSANDÚ - JARDIN_003,PAYSANDÚ,NINGUNA,JARDIN,3,EL JARDIN DE MIRTHA,-,CERRITO,820,,,,,PAYSANDU,4722 15 32,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,CERRITO 820,-32.32036759414718,-58.077157596356805,,1.0
PAYSANDÚ - ESPECIAL_001,PAYSANDÚ,NINGUNA,ESPECIAL,1,INST. TUGUA,-,RUTA 3 Km 486,,,,,,TERMAS DEL DAYMÁN,4736 97 17,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,RUTA 3 Km 486,-31.46289460675003,-57.90021735284181,,1.0
PAYSANDÚ - ESPECIAL_002,PAYSANDÚ,NINGUNA,ESPECIAL,2,AMIGOS,-,LEANDRO GOMEZ,1058,,,,,PAYSANDÚ,4724 26 82,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,LEANDRO GOMEZ 1058,-32.31812664789529,-58.08495291763254,,1.0
PAYSANDÚ - ESPECIAL_003,PAYSANDÚ,NINGUNA,ESPECIAL,3,MOIRÚ,-,INTENDENCIA,762,,,,,PAYSANDÚ,4722 40 85,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,INTENDENCIA 762,-32.32004463326569,-58.089119176452826,,1.0
PAYSANDÚ - ESPECIAL_004,PAYSANDÚ,NINGUNA,ESPECIAL,4,A.PRO.DI.ME.,-,Av. ENRIQUE CHAPLIN,626,,,,,PAYSANDÚ,472.20.090,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,Av. ENRIQUE CHAPLIN 626,-32.32163638794354,-58.05898143316121,,1.0
PAYSANDÚ - ESPECIAL_005,PAYSANDÚ,NINGUNA,ESPECIAL,5,ASOC. DE APOYO AL DISC. VISUAL (AS.A.DI.VI.),-,TACUAREMBO y INDEPENDENCIA,-,,,,,,472.35.510,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,TACUAREMBO y INDEPENDENCIA -,-32.32120956275921,-58.0895734392939,,1.0
RÍO NEGRO - HABILITADO_001,RÍO NEGRO,NINGUNA,HABILITADO,1,SAN JOSE,D,ZORRILA y 25 DE AGOSTO,S/N,,,,,FRAY BENTOS,456-23826,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,ZORRILA y 25 DE AGOSTO S/N,-32.7031291125,-57.622553948100006,,1.0
RÍO NEGRO - HABILITADO_002,RÍO NEGRO,NINGUNA,HABILITADO,2,LAURELES DE LA INMACULADA,T,Cno. BATLLE Y ORDOÑEZ y Cno. STIGILIANI,S/N,,,,,FRAY BENTOS,456-22592,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,Cno. BATLLE Y ORDOÑEZ y Cno. STIGILIANI S/N,-33.124181664754296,-58.30932583322312,,1.0
RÍO NEGRO - HABILITADO_003,RÍO NEGRO,NINGUNA,HABILITADO,3,SAN VICENTE DE PAUL,D,HERVIDERO,1896,,,,,YOUNG,456-72244,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,HERVIDERO 1896,-32.70394164880072,-57.62482668174379,,1.0
RÍO NEGRO - HABILITADO_005,RÍO NEGRO,NINGUNA,HABILITADO,5,YOUNG DAY SCHOOL,D,ASENCIO,-,,,,,YOUNG,456-72832,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,ASENCIO -,-32.70661391954788,-57.63175198060774,,1.0
RÍO NEGRO - HABILITADO_006,RÍO NEGRO,NINGUNA,HABILITADO,6,FRAY BENTOS,D,25 DE AGOSTO,3296,,,,,FRAY BENTOS,4562 18 40,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,25 DE AGOSTO 3296,-32.70024467488094,-57.62706362820234,,1.0
RÍO NEGRO - AUTORIZADO_001,RÍO NEGRO,NINGUNA,AUTORIZADO,1,ESCUELA ALEMANA COLONIA GARTENTAL,M, SAN JAVIER,-,,,,,COLONIA GARTENTAL,4560 98 33,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,, SAN JAVIER -,-32.583359660770725,-58.05968782675647,,1.0
RÍO NEGRO - AUTORIZADO_002,RÍO NEGRO,NINGUNA,AUTORIZADO,2,MENNONITA EL OMBU,M,COLONIA EL OMBU Km 284,S/N,,,,,YOUNG,456-72725,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,COLONIA EL OMBU Km 284 S/N,-32.701637165076555,-57.624898213156875,,1.0
RÍO NEGRO - ESPECIAL_001,RÍO NEGRO,NINGUNA,ESPECIAL,1,INSTITUTO INTEGRAL DE RIO NEGRO,-,25 DE AGOSTO,3168,,,,,FRAY BENTOS,456-29339,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,25 DE AGOSTO 3168,-32.70154049025408,-57.624077750245476,,1.0
RIVERA - HABILITADO_001,RIVERA,NINGUNA,HABILITADO,1,MARIA INMACULADA TERESIANO,T,MONSEÑOR VERA,1186,,,,,RIVERA,462-23384,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,MONSEÑOR VERA 1186,-30.900951649702254,-55.538301240183365,,1.0
RIVERA - HABILITADO_004,RIVERA,NINGUNA,HABILITADO,4,RODO,D,URUGUAY,716,,,,,RIVERA,462-29105,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,URUGUAY 716,-30.90149411048937,-55.54368163878576,,1.0
RIVERA - HABILITADO_006,RIVERA,NINGUNA,HABILITADO,6,SAINT CATHERINE'S SCHOOL,T,ITUZAINGÓ,696,,,,,RIVERA,462-31432,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,ITUZAINGÓ 696,-30.90265532279022,-55.54057836574493,,1.0
RIVERA - HABILITADO_007,RIVERA,NINGUNA,HABILITADO,7,ESC. NATURAL E INTEGRAL DE RIVERA (E.N.I.R.),D,Bv. JOSÉ BATLLE Y ORDOÑEZ,925,,,,,RIVERA,4622 5818,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,Bv. JOSÉ BATLLE Y ORDOÑEZ 925,-30.908282079716283,-55.539187287399486,,1.0
RIVERA - HABILITADO_008,RIVERA,NINGUNA,HABILITADO,8,ESCUELA CRISTIANA,D,PANTALEON QUESADA,725,,,,,RIVERA,462-31290,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,PANTALEON QUESADA 725,-30.900232921870124,-55.54617541548711,,1.0
RIVERA - HABILITADO_009,RIVERA,NINGUNA,HABILITADO,9,JUAN PABLO II,D,Gral. JOSE ARTIGAS,264,,,,,RIVERA,462-25208,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,Gral. JOSE ARTIGAS 264,-30.89278298694958,-55.555637045024156,,1.0
RIVERA - HABILITADO_010,RIVERA,NINGUNA,HABILITADO,10,GREEN LAND SCHOOL,D,Gral. ARTIGAS,1134,,,,,RIVERA,4623 7046,,,,,,,,,,,,,,,,,,,Gral. ARTIGAS 1134,-30.90114279137491,-55.53996784106684,,1.0
RIVERA - HABILITADO_011,RIVERA,NINGUNA,HABILITADO,11,JULIO VERNE,,FAUSTINO CARAMBULA,1126,,,,,RIVERA,98792152,,,,,,,,,,,,,,,,,,,FAUSTINO CARAMBULA 1126,-30.89947006821467,-55.53900453946054,,1.0
RIVERA - ESPECIAL_001,RIVERA,NINGUNA,ESPECIAL,1,CEN. ED. DE REHABILITACION INTEGRAL (C.E.R.I.),-,ITUZAINGÓ,1228,,,,,RIVERA,462-32058,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,ITUZAINGÓ 1228,-30.9073598303451,-55.543729252177144,,1.0
RIVERA - ESPECIAL_002,RIVERA,NINGUNA,ESPECIAL,2,A.P.A.D.I.R.,-,ARTIGAS,1284,,,,,,4622 0747,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,ARTIGAS 1284,-30.902529125982966,-55.537302354456635,,1.0
ROCHA - ESPECIAL_001,ROCHA,NINGUNA,ESPECIAL,1,CEN. DE AYUDA AL DISCAPACITADO (C.A.DI.),,18 DE JULIO,1935,NUÑEZ CASTILLO,1296(*),,,ROCHA / CASTILLOS(*),4472 0811 / 4475 9658 (*),(*) CENTRO DE AYUDA AL DISCAPACITADO (anexo),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,18 DE JULIO 1935,-34.47888134096584,-54.33690644200264,,1.0
ROCHA - ESPECIAL_003,ROCHA,NINGUNA,ESPECIAL,3,C.R.I.I.A.R.,,JOSE ENRIQUE RODO,34,,,,,ROCHA,44720877,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,JOSE ENRIQUE RODO 34,-34.484385227420425,-54.33634700592354,,1.0
ROCHA - HABILITADO_001,ROCHA,NINGUNA,HABILITADO,1,DAMASO ANTONIO LARRAÑAGA,D,RINCON,117,,,,,ROCHA,447- 22519,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,RINCON 117,-34.47950088919632,-54.3372481551646,,1.0
ROCHA - HABILITADO_002,ROCHA,NINGUNA,HABILITADO,2,SAN JOSE,T,JOSE PEDRO RAMIREZ,203,,,,,ROCHA,447-22631,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,JOSE PEDRO RAMIREZ 203,-34.48395925510853,-54.332690494397426,,1.0
ROCHA - HABILITADO_003,ROCHA,NINGUNA,HABILITADO,3,MARIA AUXILIADORA,D,MISIONES,1358,,,,,LASCANO,445-69042,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,MISIONES 1358,-33.67688276147302,-54.20889246388252,,1.0
ROCHA - HABILITADO_006,ROCHA,NINGUNA,HABILITADO,6,CEN. DE ENSEÑANZA INTEGRAL (C.E.I.),T,TREINTA Y TRES,2049,,,,,ROCHA,447-28796,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,TREINTA Y TRES 2049,-34.47972628244515,-54.334439267728214,,1.0
SALTO - HABILITADO_001,SALTO,NINGUNA,HABILITADO,1,Ntra. Sra. DEL CARMEN,D,Gral ARTIGAS,543,,,,,SALTO,473-34004,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,Gral ARTIGAS 543,-31.388166966109306,-57.96891160486091,,1.0
SALTO - HABILITADO_002,SALTO,NINGUNA,HABILITADO,2,COOP. DEL COL. Y LICEO INMACULADA CONCEPCION,T,Gral. ARTIGAS,838,,,,,SALTO,473-32229,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,Gral. ARTIGAS 838,-31.388937556103755,-57.96494970757319,,1.0
SALTO - HABILITADO_003,SALTO,NINGUNA,HABILITADO,3,CRANDON,T,AGRACIADA,1145,,,,,SALTO,473-33754,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,AGRACIADA 1145,-31.384842158386775,-57.959936999102396,,1.0
SALTO - HABILITADO_004,SALTO,NINGUNA,HABILITADO,4,MARIA AUXILIADORA,D,LAS PIEDRAS,69,,,,,SALTO,473-32342,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,LAS PIEDRAS 69,-31.38943719259297,-57.9556991268202,,1.0
SALTO - HABILITADO_005,SALTO,NINGUNA,HABILITADO,5,SAGRADA FAMILIA,T,MISIONES y URUGUAY,6,,,,,SALTO,473-32386,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,MISIONES y URUGUAY 6,-31.387208199481275,-57.96813381107342,,1.0
SALTO - HABILITADO_007,SALTO,NINGUNA,HABILITADO,7,PARROQUIAL SANTA CRUZ,T,DIAGONAL CENTENARIO,2242,,,,,SALTO,473-27743,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,DIAGONAL CENTENARIO 2242,-31.38537167921617,-57.94439972655074,,1.0
SALTO - HABILITADO_009,SALTO,NINGUNA,HABILITADO,9,Dr. CARLOS VAZ FERREIRA,T,INVERNIZZI,147,,,,,SALTO,473-30920,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,INVERNIZZI 147,-31.386608562778108,-57.959712341846696,,1.0
SALTO - HABILITADO_010,SALTO,NINGUNA,HABILITADO,10,LOS ROBLES,D,URUGUAY,1055,,,,,SALTO,47328269,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,URUGUAY 1055,-31.387731054188627,-57.96174040058868,,1.0
SALTO - JARDIN_001,SALTO,NINGUNA,JARDIN,1,MATERNAL DE MARIA,-,SANTA ROSA y PARAGUAY,-,,,,,SALTO,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,SANTA ROSA y PARAGUAY -,-31.376328819813203,-57.969448526779914,,1.0
SALTO - JARDIN_003,SALTO,NINGUNA,JARDIN,3,EL JARDIN DE ANA,-,FLORENCIO SANCHEZ,149,,,,,SALTO,473-25012,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,FLORENCIO SANCHEZ 149,-31.388789782295344,-57.96970836372561,,1.0
SALTO - JARDIN_004,SALTO,NINGUNA,JARDIN,4,BOTON TOLON,-,25 DE AGOSTO,135,,,,,SALTO,473-32356,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,25 DE AGOSTO 135,-31.389980585518163,-57.96025273027399,,1.0
SALTO - JARDIN_006,SALTO,NINGUNA,JARDIN,6,ECO JARDIN INFANTIL,-,RIVERA,767,,,,,SALTO,473-38650,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,RIVERA 767,-31.389751939168768,-57.96630887282574,,1.0
SALTO - JARDIN_007,SALTO,NINGUNA,JARDIN,7,MANUELITA,-,WASHINGTON BELTRAN,261,,,,,SALTO,473-36361,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,WASHINGTON BELTRAN 261,-31.39202899035847,-57.953672989047085,,1.0
SALTO - ESPECIAL_001,SALTO,NINGUNA,ESPECIAL,1,CE.D.Y.R.P.,-,ZORRILLA DE SAN MARTIN,33,,,,,SALTO,473-33348,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,ZORRILLA DE SAN MARTIN 33,-31.38669058513659,-57.969473508827846,,1.0
SALTO - ESPECIAL_002,SALTO,NINGUNA,ESPECIAL,2,CEN. EDUCATIVO PARA NIÑOS AUTISTAS,-,Av. BRASIL,497,,,,,SALTO,473-20152,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,Av. BRASIL 497,-31.38577768895837,-57.969299963008865,,1.0
SALTO - ESPECIAL_003,SALTO,NINGUNA,ESPECIAL,3,EVOLUCION,-,RIVERA,958,,,,,SALTO,473-30671/72,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,RIVERA 958,-31.390078645554247,-57.96365733736365,,1.0
SALTO - ESPECIAL_004,SALTO,NINGUNA,ESPECIAL,4,INSTITUTO CRECER,-,ARTIGAS,755,,,,,SALTO,4732 1780,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,ARTIGAS 755,-31.388538704906075,-57.96639720232461,,1.0
SAN JOSÉ - HABILITADO_001,SAN JOSÉ,NINGUNA,HABILITADO,1,LA INMACULADA,D,LEON JUDE,S/N,,,,,VILLA RODRIGUEZ,4348- 2015,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,LEON JUDE S/N,-34.37961039616123,-56.544802593895646,,1.0
SAN JOSÉ - HABILITADO_002,SAN JOSÉ,NINGUNA,HABILITADO,2,SAN JOSE,D,DR. LUIS MORQUIO,946,,,,,LIBERTAD,4345-2169,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,DR. LUIS MORQUIO 946,-34.569047616679505,-56.6911663999872,,1.0
SAN JOSÉ - HABILITADO_003,SAN JOSÉ,NINGUNA,HABILITADO,3,Ntra. Sra. DEL HUERTO,T,18 DE JULIO,663,,,,,SAN JOSE DE MAYO,4342 3485,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,18 DE JULIO 663,-34.33831473943966,-56.71060399381954,,1.0
SAN JOSÉ - HABILITADO_004,SAN JOSÉ,NINGUNA,HABILITADO,4,SAGRADA FAMILIA,T,ASAMBLEA,702,,,,,SAN JOSE DE MAYO,4342- 3446,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,ASAMBLEA 702,-34.33932393697085,-56.70909888763917,,1.0
SAN JOSÉ - HABILITADO_007,SAN JOSÉ,NINGUNA,HABILITADO,7,KINDER OUR SCHOOL,D,LARRAÑAGA,426,,,,,SAN JOSE DE MAYO,4342 85 34,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,LARRAÑAGA 426,-34.84169126462662,-55.99193158318628,,1.0
SAN JOSÉ - HABILITADO_008,SAN JOSÉ,NINGUNA,HABILITADO,8,ESCUELA DEL PLATA,D,"RUTA 1 KM 31,500",,,,,,SAN JOSE ,099 35 46 90 / 098 76 19 61,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,"RUTA 1 KM 31,500",-34.745608917174295,-56.43849297997623,,1.0
SAN JOSÉ - AUTORIZADO_001,SAN JOSÉ,NINGUNA,AUTORIZADO,1,ALEMAN DELTA,M, ECILDA PAULLIER,S/N,,,,,COLONIA DELTA,098 77 65 52,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,, ECILDA PAULLIER S/N,-34.356782978317035,-57.047040475415685,,1.0
SAN JOSÉ - JARDIN_001,SAN JOSÉ,NINGUNA,JARDIN,1,ARCO IRIS,-,MEDINA,961,,,,,LIBERTAD,4345-3492,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,MEDINA 961,-34.634061029074765,-56.61968082364229,,1.0
SORIANO - HABILITADO_002,SORIANO,NINGUNA,HABILITADO,2,URUGUAYAN AMERICAN SCHOOL,D,18 DE JULIO,538,,,,,MERCEDES,453-23962,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,18 DE JULIO 538,-33.399468688442205,-58.324272410045346,,1.0
SORIANO - HABILITADO_003,SORIANO,NINGUNA,HABILITADO,3,SAN MIGUEL,-,Gral. ARTIGAS,500,,,,,MERCEDES,453-22264,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,Gral. ARTIGAS 500,-33.61047820001202,-57.61754919999494,,1.0
SORIANO - HABILITADO_006,SORIANO,NINGUNA,HABILITADO,6,SAN SALVADOR,D,CARLOS P. PUIG,1617,,,,,DOLORES,4534 37 81,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,CARLOS P. PUIG 1617,-33.52968240162722,-58.21674268431183,,1.0
SORIANO - JARDIN_002,SORIANO,NINGUNA,JARDIN,2,SOL Y LUNA,-,PAYSANDU,862,,,,,MERCEDES,4532 95 69,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,PAYSANDU 862,-33.40464413182422,-58.32037327982175,,1.0
SORIANO - ESPECIAL_001,SORIANO,NINGUNA,ESPECIAL,1,INST. SORIANO,-,SARANDI,482,,,,,MERCEDES,453-21474,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,SARANDI 482,-33.39097684972392,-58.31996046533162,,1.0
SORIANO - ESPECIAL_002,SORIANO,NINGUNA,ESPECIAL,2,INST. DOLORES DE ATENCION INTEGRAL,-,Dr. LORENZO CARNELLI y RODO,1496,,,,,DOLORES,453-42665,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,Dr. LORENZO CARNELLI y RODO 1496,-33.52959928136595,-58.22179557799648,,1.0
SORIANO - ESPECIAL_004,SORIANO,NINGUNA,ESPECIAL,4,INST. URUGUAY  DE ASISTENCIA INTEGRAL,-,PAYSANDU,457,ARTIGAS,298 (*),MINI,1561 (**),MERCEDES / DOLORES (**),453-24754 / 453-23397 (*) / 453-42709 (**),,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,PAYSANDU 457,-33.404142624305464,-58.32373879555478,,1.0
SORIANO - ESPECIAL_005,SORIANO,NINGUNA,ESPECIAL,5,SER FELIZ,-,JOSE P. VARELA,1472,,,,,DOLORES,4534 2951,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,JOSE P. VARELA 1472,-33.39523969997862,-58.32332929999824,,1.0
TACUAREMBÓ - HABILITADO_001,TACUAREMBÓ,NINGUNA,HABILITADO,1,JESUS SACRAMENTADO,D,SARANDI,256,,,,,TACUAREMBO,4633 1289,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,SARANDI 256,-31.714588380786502,-55.97971124744949,,1.0
TACUAREMBÓ - HABILITADO_002,TACUAREMBÓ,NINGUNA,HABILITADO,2,SAN JAVIER,D,Av. REPUBLICA ARGENTINA,S/N,,,,,TACUAREMBO,4632-2210,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,Av. REPUBLICA ARGENTINA S/N,-31.7239231511667,-56.008754274588185,,1.0
TACUAREMBÓ - HABILITADO_003,TACUAREMBÓ,NINGUNA,HABILITADO,3,MARIA AUXILIADORA COLEGIO COOPERATIVA,D,ZORRILLA DE SAN MARTIN,420,,,,,PASO DE LOS TOROS,4664-2079,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,ZORRILLA DE SAN MARTIN 420,-31.713604291360067,-56.020348292693605,,1.0
TACUAREMBÓ - HABILITADO_004,TACUAREMBÓ,NINGUNA,HABILITADO,4,NORTHLAND SCHOOL,D,,,,,,,TACUAREMBO,4632-4760,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,-31.710202750000008,-56.02724260000001,,1.0
TACUAREMBÓ - HABILITADO_005,TACUAREMBÓ,NINGUNA,HABILITADO,5,ENRIQUETA COMPTE Y RIQUE,D,18 DE JULIO,57,,,,,TACUAREMBO,4632 8655,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,18 DE JULIO 57,-31.708742740732006,-55.97568316777873,,1.0
TACUAREMBÓ - HABILITADO_006,TACUAREMBÓ,NINGUNA,HABILITADO,6,REDWOOD SCHOOL,D,Av. ORIBE,418,,,,,TACUAREMBO,463-33492,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,Av. ORIBE 418,-31.693371288180355,-55.96731522598216,,1.0
TACUAREMBÓ - HABILITADO_007,TACUAREMBÓ,NINGUNA,HABILITADO,7,JEAN PIAGET,D,25 DE MAYO,467,,,,,TACUAREMBÓ,4633 13 95,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,25 DE MAYO 467,-31.71879071752789,-55.98803968789939,,1.0
TACUAREMBÓ - HABILITADO_008,TACUAREMBÓ,NINGUNA,HABILITADO,8,SANTA ISABEL,D,ADELAIDA PUYOL,3746/ 3878,,,,,PASO DE LOS TOROS,4664 6431,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,ADELAIDA PUYOL 3746/ 3878,-32.80484297090943,-56.51211036713619,,1.0
TACUAREMBÓ - JARDIN_001,TACUAREMBÓ,NINGUNA,JARDIN,1,JEAN PIAGET,-,25 DE MAYO,333,,,,,,4632 41 19,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,25 DE MAYO 333,-31.715373347238945,-55.984298868526196,,1.0
